FID,F1,经度,纬度,WGS84经度,WGS84纬度,
1193,黔东南苗族侗族自治州黎平县岩洞镇大寨村,108.913700000000010,26.065988999999998,108.903081000000000,26.063711000000001,苗族|侗族
1194,黔东南苗族侗族自治州黎平县岩洞镇小寨村,108.913700000000010,26.065988999999998,108.903081000000000,26.063711000000001,苗族|侗族
1195,黔东南苗族侗族自治州黎平县水口镇东郎村,109.279957999999990,25.953835999999999,109.268925000000000,25.951228000000000,苗族|侗族
1196,黔东南苗族侗族自治州黎平县水口镇花柳村,109.340481999999990,25.933264999999999,109.329445000000010,25.930054999999999,苗族|侗族
1197,黔东南苗族侗族自治州黎平县水口镇南江村,109.317338000000010,25.951277999999999,109.306357000000010,25.948073999999998,苗族|侗族
1198,黔东南苗族侗族自治州黎平县水口镇茨洞村,109.270633000000000,26.087043000000001,109.259590000000000,26.084603999999999,苗族|侗族
1199,黔东南苗族侗族自治州黎平县水口镇宰洋村宰直寨,109.325706999999990,25.940835000000000,109.314719999999990,25.937573000000000,苗族|侗族
1200,黔东南苗族侗族自治州黎平县尚重镇岑门村,108.687433000000000,26.390326999999999,108.676854000000010,26.387981000000000,苗族|侗族
1201,黔东南苗族侗族自治州黎平县尚重镇顿路村,108.765483000000000,26.413146000000001,108.754765000000010,26.410724999999999,苗族|侗族
1202,黔东南苗族侗族自治州黎平县尚重镇归德村,108.754476000000000,26.304915999999999,108.743803000000000,26.302261999999999,苗族|侗族
1203,黔东南苗族侗族自治州黎平县尚重镇旧洞村,108.649887000000010,26.271436999999999,108.639388000000000,26.269164000000000,苗族|侗族
1204,黔东南苗族侗族自治州黎平县尚重镇上洋村,108.743061000000000,26.397658000000000,108.732457999999990,26.394879000000000,苗族|侗族
1205,黔东南苗族侗族自治州黎平县尚重镇下洋村,108.683767000000000,26.431244000000000,108.673148000000000,26.428965000000002,苗族|侗族
1206,黔东南苗族侗族自治州黎平县尚重镇西迷村,108.720682000000000,26.348582000000000,108.710132000000000,26.345700000000001,苗族|侗族
1207,黔东南苗族侗族自治州黎平县尚重镇宰蒙村,108.747615999999990,26.397193000000001,108.736994000000000,26.394476999999998,苗族|侗族
1208,黔东南苗族侗族自治州黎平县雷洞乡岑管村,109.369946000000000,25.920846000000001,109.358745000000000,25.918037000000002,苗族|侗族
1209,黔东南苗族侗族自治州黎平县雷洞乡牙双村,109.425247000000000,25.940629999999999,109.414062000000000,25.937448000000000,苗族|侗族
1210,黔东南苗族侗族自治州黎平县永从乡九龙村,109.076367000000000,26.063526000000000,109.065400999999990,26.060307000000002,苗族|侗族
1211,黔东南苗族侗族自治州黎平县永从乡中罗村,109.107193000000000,26.076642000000000,109.096154000000000,26.073540999999999,苗族|侗族
1212,黔东南苗族侗族自治州黎平县茅贡乡额洞村,108.919344000000000,26.129753999999998,108.908762999999990,26.127476000000001,苗族|侗族
1213,黔东南苗族侗族自治州黎平县茅贡乡寨南村,108.919238000000010,26.182105000000000,108.908620000000000,26.179853999999999,苗族|侗族
1214,黔东南苗族侗族自治州黎平县茅贡乡己炭村汉寨,108.873743000000000,26.147423000000000,108.863232000000000,26.144832000000001,苗族|侗族
1215,黔东南苗族侗族自治州黎平县坝寨乡高西村,108.917529000000000,26.264011000000000,108.906936000000000,26.261834000000000,苗族|侗族
1216,黔东南苗族侗族自治州黎平县坝寨乡器寨村,108.928408000000000,26.255544000000000,108.917837000000010,26.253215999999998,苗族|侗族
1217,黔东南苗族侗族自治州黎平县口江乡银朝村,108.816902000000000,26.006551999999999,108.806310999999990,26.003807999999999,苗族|侗族
1218,黔东南苗族侗族自治州黎平县双江乡四寨村,108.933113000000010,25.966653999999998,108.922534000000000,25.964047999999998,苗族|侗族
1219,黔东南苗族侗族自治州黎平县双江乡寨高村,108.943800000000000,25.979959999999998,108.933251000000000,25.977171999999999,苗族|侗族
1220,黔东南苗族侗族自治州黎平县肇兴镇肇兴上寨村,109.187782000000000,25.912376999999999,109.176863999999990,25.909250000000000,苗族|侗族
1221,黔东南苗族侗族自治州黎平县肇兴镇厦格村,109.212689000000000,25.905805999999998,109.201839000000010,25.902588999999999,苗族|侗族
1222,黔东南苗族侗族自治州黎平县肇兴镇厦格上寨村,109.212661999999990,25.905785000000002,109.201812000000000,25.902567999999999,苗族|侗族
1223,黔东南苗族侗族自治州黎平县龙额镇上地坪村,109.205594000000000,25.875031000000000,109.194733000000000,25.871765000000000,苗族|侗族
1224,黔东南苗族侗族自治州黎平县地坪乡新丰村,109.252804000000000,25.791399999999999,109.241840000000000,25.788699999999999,苗族|侗族
1225,黔东南苗族侗族自治州黎平县地坪乡下寨村,109.246821999999990,25.768326999999999,109.235884000000000,25.765533999999999,苗族|侗族
1226,黔东南苗族侗族自治州黎平县大稼乡高孖村,108.834038000000010,26.378776999999999,108.823515000000000,26.376033000000000,苗族|侗族
1227,黔东南苗族侗族自治州黎平县平寨乡纪德村,108.807578000000010,26.460947999999998,108.796887000000000,26.458586000000000,苗族|侗族
1228,黔东南苗族侗族自治州黎平县德化乡高洋村,108.692252999999990,26.443975999999999,108.681646000000000,26.441555000000001,苗族|侗族
1229,黔东南苗族侗族自治州黎平县德化乡下洋村,108.683767000000000,26.431244000000000,108.673148000000000,26.428965000000002,苗族|侗族
1230,黔东南苗族侗族自治州榕江县寨蒿镇票寨村侗寨,108.682277000000000,26.183544999999999,108.671676000000010,26.181166000000001,苗族|侗族
1231,黔东南苗族侗族自治州榕江县栽麻乡苗兰村侗寨,108.681635000000000,25.991045000000000,108.671065000000000,25.988551999999999,苗族|侗族
1232,黔东南苗族侗族自治州榕江县三江乡脚车村苗寨,108.210354000000000,25.935003999999999,108.199686000000000,25.932220999999998,苗族|侗族
1233,黔东南苗族侗族自治州榕江县塔石乡怎东村瑶寨,108.259598000000000,26.119427000000002,108.249078000000000,26.116458000000002,苗族|侗族
1234,黔东南苗族侗族自治州从江县下江镇高良村,108.625933000000000,25.725079000000001,108.615566000000000,25.722096000000001,苗族|侗族
1235,黔东南苗族侗族自治州从江县宰便镇引东村,108.565366000000000,25.642558999999999,108.554941000000000,25.639866999999999,苗族|侗族
1236,黔东南苗族侗族自治州从江县西山镇田底村,109.008043000000000,25.720480999999999,108.997207000000000,25.717669000000001,苗族|侗族
1237,黔东南苗族侗族自治州从江县停洞镇架里村,108.643666000000000,25.845244999999998,108.633195000000000,25.842606000000000,苗族|侗族
1238,黔东南苗族侗族自治州从江县高增乡岜扒村,108.960416000000000,25.839283999999999,108.949862000000000,25.836178000000000,苗族|侗族
1239,黔东南苗族侗族自治州从江县谷坪乡高吊村,108.814831000000000,25.869534000000002,108.804222999999990,25.866724999999999,苗族|侗族
1240,黔东南苗族侗族自治州从江县雍里乡归林村,108.748148000000000,25.677630000000001,108.737565000000000,25.674485000000001,苗族|侗族
1241,黔东南苗族侗族自治州从江县刚边壮族乡刚边村,108.631574000000000,25.546779000000001,108.621222000000000,25.543803000000000,苗族|壮族|侗族
1242,黔东南苗族侗族自治州从江县刚边壮族乡银平村,108.690026000000000,25.656665000000000,108.679499000000010,25.653829999999999,苗族|壮族|侗族
1243,黔东南苗族侗族自治州从江县加榜乡加车村,108.584836000000000,25.590692000000001,108.574479000000000,25.587678000000000,苗族|侗族
1244,黔东南苗族侗族自治州从江县加榜乡下尧村,108.502902000000010,25.571664999999999,108.492384000000000,25.568384999999999,苗族|侗族
1245,黔东南苗族侗族自治州从江县翠里瑶族壮族乡高华村,108.953355000000000,25.582986999999999,108.942826000000000,25.579816000000001,苗族|壮族|侗族|瑶族
1246,黔东南苗族侗族自治州从江县往洞镇朝利村,108.747272000000000,25.963096000000000,108.736650000000000,25.960110000000000,苗族|侗族
1247,黔东南苗族侗族自治州从江县往洞镇增盈村,108.669634000000000,25.957839000000000,108.659049000000000,25.955432999999999,苗族|侗族
1248,黔东南苗族侗族自治州从江县东朗乡孔明村,108.539344000000000,25.778917000000000,108.528827000000010,25.776368000000002,苗族|侗族
1249,黔东南苗族侗族自治州从江县加鸠乡加翁村,108.411468000000000,25.670784000000001,108.400672000000000,25.667821000000000,苗族|侗族
1250,黔东南苗族侗族自治州从江县光辉乡加牙村,108.302288000000000,25.637740000000001,108.291625000000000,25.634996999999998,苗族|侗族
1251,黔东南苗族侗族自治州雷山县丹江镇乌东村,108.175468000000000,26.383783999999999,108.164682000000000,26.381387000000000,苗族|侗族
1252,黔东南苗族侗族自治州雷山县丹江镇虎阳村,108.122647000000000,26.401197000000000,108.111890000000000,26.398136000000001,苗族|侗族
1253,黔东南苗族侗族自治州雷山县丹江镇教厂村,108.095561000000000,26.438905999999999,108.084682000000000,26.436181999999999,苗族|侗族
1254,黔东南苗族侗族自治州雷山县丹江镇脚猛村,108.063456000000000,26.427005000000001,108.052535000000010,26.424617999999999,苗族|侗族
1255,黔东南苗族侗族自治州雷山县丹江镇干皎村,108.121906000000000,26.399094000000002,108.111149000000000,26.396035000000001,苗族|侗族
1256,黔东南苗族侗族自治州雷山县丹江镇猫猫河村,108.073916000000000,26.406227000000001,108.063002999999990,26.403798999999999,苗族|侗族
1257,黔东南苗族侗族自治州雷山县西江镇长乌村,108.174550999999990,26.522458000000000,108.163742000000000,26.520091000000001,苗族|侗族
1258,黔东南苗族侗族自治州雷山县西江镇黄里村,108.145284000000000,26.433843000000000,108.134502000000000,26.430952000000001,苗族|侗族
1259,黔东南苗族侗族自治州雷山县西江镇中寨村,108.145455000000000,26.443881000000001,108.134673000000010,26.440996999999999,苗族|侗族
1260,黔东南苗族侗族自治州雷山县西江镇开觉村,108.198228000000000,26.517361999999999,108.187478000000000,26.515041000000000,苗族|侗族
1261,黔东南苗族侗族自治州雷山县西江镇龙塘村,108.120279999999990,26.465700999999999,108.109508000000010,26.462669999999999,苗族|侗族
1262,黔东南苗族侗族自治州雷山县西江镇麻料村,108.222593000000000,26.547706000000002,108.211951000000000,26.545055000000001,苗族|侗族
1263,黔东南苗族侗族自治州雷山县西江镇乌尧村,108.165068000000010,26.459633000000000,108.154261000000010,26.457107000000001,苗族|侗族
1264,黔东南苗族侗族自治州雷山县西江镇北建村,108.107862999999990,26.475995999999999,108.097061000000000,26.473091000000000,苗族|侗族
1265,黔东南苗族侗族自治州雷山县永乐镇加鸟村,108.251921999999990,26.219875999999999,108.241390999999990,26.216905000000001,苗族|侗族
1266,黔东南苗族侗族自治州雷山县永乐镇开屯村,108.208972000000000,26.268885000000001,108.198301000000000,26.266345000000001,苗族|侗族
1267,黔东南苗族侗族自治州雷山县永乐镇乔洛村,108.219971000000000,26.306281999999999,108.209329000000000,26.303585999999999,苗族|侗族
1268,黔东南苗族侗族自治州雷山县永乐镇乔歪村,108.287674999999990,26.298929999999999,108.277001000000000,26.296475999999998,苗族|侗族
1269,黔东南苗族侗族自治州雷山县永乐镇肖家村,108.234725999999990,26.259122000000001,108.224194000000000,26.256219000000002,苗族|侗族
1270,黔东南苗族侗族自治州雷山县郎德镇杨柳村,108.037138000000000,26.427344999999999,108.026349999999990,26.424707999999999,苗族|侗族
1271,黔东南苗族侗族自治州雷山县郎德镇乌瓦村,108.017571000000000,26.446005000000000,108.006907000000000,26.443148000000001,苗族|侗族
1272,黔东南苗族侗族自治州雷山县郎德镇乌流村,108.041511000000000,26.494931000000001,108.030727000000000,26.492386000000000,苗族|侗族
1273,黔东南苗族侗族自治州雷山县郎德镇也改村,108.045367000000000,26.499960000000002,108.034557000000010,26.497468000000001,苗族|侗族
1274,黔东南苗族侗族自治州雷山县郎德镇报德村,108.045298000000000,26.471067999999999,108.034477000000000,26.468563000000000,苗族|侗族
1275,黔东南苗族侗族自治州雷山县郎德镇也利村,108.031992000000000,26.459025000000000,108.021247000000000,26.456327999999999,苗族|侗族
1276,黔东南苗族侗族自治州雷山县望丰乡乌迭村,108.012705999999990,26.394987000000000,108.002095999999990,26.392095999999999,苗族|侗族
1277,黔东南苗族侗族自治州雷山县望丰乡三角田村,107.997433000000000,26.404515000000000,107.986855000000010,26.401691000000000,苗族|侗族
1278,黔东南苗族侗族自治州雷山县望丰乡公统村,107.962810000000000,26.415725999999999,107.952192000000000,26.413499000000002,苗族|侗族
1279,黔东南苗族侗族自治州雷山县望丰乡丰塘村,107.965056000000000,26.452252000000001,107.954434000000010,26.450001000000000,苗族|侗族
1280,黔东南苗族侗族自治州雷山县望丰乡乌的村,107.980160000000000,26.341173000000001,107.969573999999990,26.338598000000001,苗族|侗族
1281,黔东南苗族侗族自治州雷山县望丰乡荣防村,108.028584000000000,26.412302000000000,108.017866000000000,26.409544000000000,苗族|侗族
1282,黔东南苗族侗族自治州雷山县望丰乡乌响村,107.978851000000010,26.387741999999999,107.968282000000000,26.385217999999998,苗族|侗族
1283,黔东南苗族侗族自治州雷山县望丰乡排肖村,108.028584000000000,26.412302000000000,108.017866000000000,26.409544000000000,苗族|侗族
1284,黔东南苗族侗族自治州雷山县大塘乡新桥村,108.075028000000000,26.325990999999998,108.064104000000000,26.323516000000001,苗族|侗族
1285,黔东南苗族侗族自治州雷山县大塘乡掌坳村,108.093431000000000,26.350470000000001,108.082573000000000,26.347753999999998,苗族|侗族
1286,黔东南苗族侗族自治州雷山县,苗族|侗族
2066,桂林市灌阳县水车乡夏云村,111.241119000000000,25.618914000000000,111.229479000000000,25.615524000000001,满族|蒙古族
2067,桂林市恭城瑶族自治县恭城镇乐湾村乐湾屯,110.815585000000000,24.814969000000001,110.804315000000000,24.812213000000000,瑶族
2068,桂林市恭城瑶族自治县栗木镇常家村常家屯,110.890952000000000,25.068608999999999,110.879866000000010,25.065335999999999,瑶族
2069,桂林市恭城瑶族自治县栗木镇大合村大合屯,110.919220999999990,25.124393000000001,110.907995000000000,25.121482000000000,瑶族
2070,桂林市恭城瑶族自治县栗木镇石头村石头屯,110.931141000000000,25.171301000000000,110.919887000000000,25.168569999999999,瑶族
2071,桂林市恭城瑶族自治县莲花镇凤岩村凤岩屯,110.916042000000000,24.752040999999998,110.904855000000000,24.749117999999999,瑶族
2072,桂林市恭城瑶族自治县莲花镇朗山村朗山屯,110.909192000000000,24.715240999999999,110.898069000000010,24.712212000000001,瑶族
2073,桂林市恭城瑶族自治县莲花镇门等村高桂屯,110.922236000000000,24.697738999999999,110.911058999999990,24.694931000000000,瑶族
2074,桂林市恭城瑶族自治县西岭乡费村费村屯,110.812746000000000,24.936169000000000,110.801471000000010,24.933364000000001,瑶族
2075,桂林市恭城瑶族自治县西岭乡杨溪村杨溪屯,110.798837000000010,24.976959999999998,110.787564000000000,24.973911000000001,瑶族
2076,桂林市恭城瑶族自治县观音乡狮塘村焦山屯,111.054688000000000,25.214631000000001,111.042952000000000,25.211627000000000,瑶族
2077,桂林市恭城瑶族自治县观音乡水滨村,111.072953000000000,25.221188000000001,111.061150000000000,25.218192999999999,瑶族
2078,桂林市恭城瑶族自治县龙虎乡龙岭村实乐屯,110.922360000000000,25.067506000000002,110.911154000000000,25.064660000000000,瑶族
2079,玉林市博白县松旺镇松茂村,109.764777000000000,21.896770000000000,109.753890000000000,21.893668000000002,
2080,贺州市昭平县樟木林乡新华村,111.265654000000000,24.152380999999998,111.254052000000000,24.148985000000000,
2093,涪陵区蔺市镇凤阳村,107.201830000000000,29.666398999999998,107.190907000000000,29.663105000000002,
2094,大足区玉龙镇玉峰村,105.875977000000010,29.554354000000000,105.865966000000000,29.551230000000000,
2095,大足区铁山镇继光村,105.526183000000000,29.695139999999999,105.516170000000000,29.692039999999999,
2096,巴南区丰盛镇桥上村,106.944774000000000,29.529008000000001,106.934366999999990,29.525698999999999,
2097,黔江区小南海镇新建村,108.684670999999990,29.649508000000001,108.673861000000000,29.646436000000001,
2098,黔江区阿蓬江镇大坪村,108.775876999999990,29.247570000000000,108.764967000000000,29.244713999999998,
2099,黔江区五里乡五里社区程家特色大院,108.884231000000000,29.361668000000002,108.873481000000000,29.358751999999999,
2100,黔江区水市乡水车坪老街,108.699363000000010,29.243580000000001,108.688627999999990,29.240449999999999,
2101,江津区塘河镇硐寨村,106.060101000000000,28.965074000000001,106.049752000000000,28.961978999999999,汉族|满族|回族
2102,江津区吴滩镇邢家村,106.065757000000000,29.269839999999999,106.055434000000010,29.266420000000000,
2103,江津区塘河镇石龙门村,106.044880000000010,28.985337000000001,106.034522000000000,28.982505000000000,彝族
2104,江津区白沙镇宝珠村东海沱,106.156197000000010,29.115138999999999,106.145763000000000,29.112273999999999,
2105,合川区涞滩镇二佛村,106.490423000000010,30.176556999999999,106.479919000000000,30.173372000000001,
2106,永川区松溉镇松江村,105.892733000000010,29.057279999999999,105.882705000000000,29.054735000000001,
2107,永川区板桥镇大沟村,105.962036000000000,29.527929000000000,105.952061000000000,29.524477000000001,
2108,潼南县双江镇金龙村,105.753244000000000,30.220540000000000,105.743098000000000,30.217154000000001,
2109,潼南县花岩镇花岩村花岩场,105.652079000000000,30.261386000000002,105.642026000000000,30.258416000000000,
2110,梁平县聚奎镇席帽村,107.628581999999990,30.631761999999998,107.617793000000010,30.628284000000001,
2111,武隆县后坪苗族土家族乡文凤村天池坝组,108.041773000000010,29.604769999999998,108.030782000000000,29.601441000000001,苗族|土家族
2112,武隆县沧沟乡大田村大田组,108.004941000000000,29.434944999999999,107.994147000000000,29.431370999999999,
2113,武隆县浩口苗族仡佬族乡浩口村田家寨,107.845723000000010,29.048033000000000,107.834917000000000,29.045341000000001,苗族|仡佬族
2114,忠县洋渡镇上祠村2组,107.959601000000010,30.091194000000002,107.948770999999990,30.088210000000000,
2115,忠县永丰镇东方村9组,107.834203000000000,30.330172000000001,107.823268000000000,30.327190999999999,
2116,巫山县龙溪镇龙溪村2社,109.653351000000000,31.310392000000000,109.642067000000000,31.306754999999999,
2117,秀山土家族苗族自治县清溪场镇大寨村,108.805868000000000,28.383337000000001,108.795049000000010,28.380942999999998,苗族|土家族
2118,秀山土家族苗族自治县清溪场镇两河村,108.809109000000010,28.375682000000001,108.798301000000000,28.373242000000001,苗族|土家族
2119,秀山土家族苗族自治县洪安镇边城村,109.275451000000000,28.501397999999998,109.264256000000000,28.499037000000001,苗族|土家族
2120,秀山土家族苗族自治县洪安镇猛董村大沟组,109.173981000000000,28.524476000000000,109.162820000000000,28.521767000000001,苗族|土家族
2121,秀山土家族苗族自治县梅江镇凯干村,109.072816000000000,28.316087000000000,109.061733000000000,28.313075999999999,苗族|土家族
2122,秀山土家族苗族自治县钟灵镇凯堡村陈家坝,108.952295000000010,28.274799999999999,108.941632000000000,28.272105000000000,苗族|土家族
2123,秀山土家族苗族自治县海洋乡岩院村,109.091815000000000,28.739612000000001,109.080672000000010,28.736350999999999,苗族|土家族
2124,酉阳土家族苗族自治县桃花源镇龙池村洞子坨,108.776083000000000,28.938970000000001,108.765164000000000,28.936347999999999,苗族|土家族
2125,酉阳土家族苗族自治县龙潭镇堰提村,108.972950000000000,28.750057000000002,108.962205000000000,28.747077000000001,苗族|土家族
2126,酉阳土家族苗族自治县酉酬镇江西村,109.183922999999990,28.983127000000000,109.172771000000000,28.979973999999999,苗族|土家族
2127,酉阳土家族苗族自治县丁市镇汇家村神童溪,108.567575000000010,28.799605000000000,108.556960000000000,28.797111000000001,苗族|土家族
2128,酉阳土家族苗族自治县龚滩镇小银村,108.328649000000000,28.970103000000002,108.317747999999990,28.967223000000001,苗族|土家族
2129,酉阳土家族苗族自治县酉水河镇大江村,109.092386000000000,28.893435000000000,109.081256999999990,28.890073999999998,苗族|土家族
2130,酉阳土家族苗族自治县酉水河镇河湾村恐虎溪寨,109.162343000000010,28.867871999999998,109.151079000000000,28.865113999999998,苗族|土家族
2131,酉阳土家族苗族自治县苍岭镇苍岭村池流水,108.615065000000000,29.006616999999999,108.604585000000000,29.003554999999999,苗族|土家族
2132,酉阳土家族苗族自治县苍岭镇南溪村,108.610579000000000,29.004753999999998,108.600108000000010,29.001670000000001,苗族|土家族
2133,酉阳土家族苗族自治县花田乡何家岩村,108.684687999999990,28.947842000000001,108.673912000000000,28.945198000000001,苗族|土家族
2134,酉阳土家族苗族自治县浪坪乡浪水坝村小山坡,108.559825000000000,29.083603000000000,108.549126000000000,29.080971999999999,苗族|土家族
2135,酉阳土家族苗族自治县双泉乡永祥村,108.662065000000000,29.035380000000000,108.651332999999990,29.032844999999998,苗族|土家族
2136,彭水苗族土家族自治县梅子垭镇佛山村,108.570794000000010,29.174336000000000,108.560160000000000,29.171500999999999,苗族|土家族
2137,彭水苗族土家族自治县润溪乡樱桃村,107.982214000000000,29.179986000000000,107.971450000000000,29.176874000000002,苗族|土家族
2138,彭水苗族土家族自治县朗溪乡田湾村,108.116077000000000,29.104419000000000,108.105131000000000,29.100932000000000,苗族|土家族
2139,彭水苗族土家族自治县龙塘乡双龙村,107.996678000000000,29.071721000000000,107.985922000000000,29.068463000000001,苗族|土家族
2140,自贡市富顺县狮市镇狮子滩社区,105.031036000000000,29.257622999999999,105.021500000000000,29.254366999999998,
2141,自贡市富顺县赵化镇培村社区,105.131462000000000,29.030881000000001,105.121759999999990,29.027481000000002,
2142,自贡市富顺县长滩镇长滩坝社区,105.256566000000010,28.948414000000000,105.246880000000000,28.945271999999999,
2143,泸州市纳溪区打古镇古纯村,105.556717000000010,28.560373999999999,105.546817000000000,28.558160999999998,
2144,泸州市叙永县石坝彝族乡堰塘彝族村,105.420818999999990,27.773022999999998,105.410683000000010,27.770524999999999,彝族
2145,泸州市叙永县永潦彝族乡九家沟苗族村,105.321046999999990,27.754165000000000,105.311142000000000,27.751702000000002,苗族|彝族
2146,绵阳市游仙区魏城镇绣山村,104.947079000000000,31.539973000000000,104.937668000000000,31.536628000000000,
2147,广元市昭化区昭化镇城关村,105.718096000000000,32.337682999999998,105.707911999999990,32.333703999999997,
2148,广元市朝天区曾家镇石鹰村,106.080136999999990,32.597912999999998,106.069624000000000,32.593682999999999,壮族
2149,乐山市沐川县箭板镇顺河古街,104.117096000000000,29.008479000000001,104.108073000000000,29.005668000000000,
2150,南充市西充县青龙乡蚕华山村,105.778268000000000,31.152857999999998,105.767954000000000,31.149452000000000,
2151,南充市阆中市水观镇永安寺村,106.223939000000000,31.494230000000002,106.213590999999990,31.490181000000000,
2152,宜宾市宜宾县横江镇金钟村,104.353716000000010,28.528873000000001,104.344682000000010,28.526444999999999,
2153,宜宾市筠连县大雪山镇五河村,104.720830000000010,27.919539000000000,104.711726000000000,27.917213000000000,苗族
2154,宜宾市筠连县镇舟镇马家村,104.714490000000000,27.975760000000001,104.705361999999990,27.973503000000001,满族|瑶族|朝鲜族
2155,广安市武胜县宝箴塞乡方家沟村,106.081449000000010,30.357589999999998,106.071073000000000,30.353757000000002,
2156,巴中市通江县泥溪乡犁辕坝村,107.414297000000000,32.221046999999999,107.403060000000000,32.216811000000000,
2157,资阳市乐至县劳动镇旧居村,104.967614000000000,30.383607000000001,104.958206000000000,30.380510999999998,
2158,甘孜藏族自治州乡城县尼斯乡马色村,99.813490999999999,28.953762999999999,99.805841000000001,28.951056000000001,藏族
2159,甘孜藏族自治州稻城县香格里拉镇亚丁村,100.354671999999990,28.566199000000001,100.346857000000000,28.563476000000001,藏族
2160,甘孜藏族自治州稻城县赤土乡仲堆村,100.285742000000000,28.603652000000000,100.277992000000000,28.601213000000001,藏族
2161,甘孜藏族自治州得荣县瓦卡镇阿洛贡村,99.316159999999996,28.238002999999999,99.308525000000003,28.235714000000002,藏族
2162,六盘水市六枝特区梭戛苗族彝族回族乡高兴村,105.432015000000010,26.455966000000000,105.421953000000000,26.453576999999999,回族|苗族|彝族
2163,六盘水市水城县花戛苗族布依族彝族乡天门村,104.979542000000000,26.122838000000002,104.970367000000000,26.120187999999999,苗族|彝族|布依族
2164,六盘水市盘县石桥镇妥乐村,104.557984000000000,25.617998000000000,104.549283000000000,25.615161000000001,
2165,六盘水市盘县羊场布依族白族苗族乡大中村,104.806020000000000,25.862981000000001,104.796944000000000,25.860315000000000,苗族|布依族|白族
2166,六盘水市盘县保基苗族彝族乡陆家寨村,104.945228000000000,25.984666000000001,104.936076000000000,25.982360000000000,苗族|彝族
2167,遵义市遵义县枫香镇苟坝村,106.578564000000000,27.641297999999999,106.568530000000000,27.638562000000000,
2168,遵义市遵义县毛石镇毛石村,106.738757000000010,27.818701999999998,106.728326000000000,27.816382000000001,
2169,遵义市凤冈县琊川镇杨家寨,107.773392000000000,27.655975000000002,107.762652000000000,27.653017999999999,
2170,遵义市凤冈县土溪镇黑溪古寨,107.727251000000000,28.274366000000001,107.716376999999990,28.271950000000000,
2171,遵义市凤冈县新建乡长碛古寨,107.691702000000010,28.200683000000001,107.680865999999990,28.198402000000002,
2172,遵义市湄潭县西河镇官寨,107.533252000000000,28.172456000000000,107.522585000000010,28.169654000000001,汉族|苗族|彝族
2173,遵义市湄潭县洗马镇石笋沟,107.441181000000000,27.933997000000002,107.430178000000000,27.931304999999998,汉族|回族|苗族|布依族|侗族|土家族|畲族|仡佬族
2174,安顺市西秀区宁谷镇小呈堡村,106.033317999999990,26.209603999999999,106.023110000000000,26.207180999999999,苗族|布依族
2175,安顺市西秀区七眼桥镇猴场村,106.086901000000000,26.275576000000001,106.076746000000000,26.272479000000001,汉族
2176,安顺市西秀区七眼桥镇雷屯村,106.110761000000000,26.301278000000000,106.100514000000000,26.298407000000001,汉族|苗族
2177,安顺市西秀区七眼桥镇本寨村,106.093042000000000,26.287606000000000,106.082865000000000,26.284528000000002,汉族|苗族
2178,安顺市西秀区轿子山镇秀水村,105.940595000000000,26.333670999999999,105.930758999999990,26.331191000000000,汉族|苗族
2179,安顺市西秀区新场布依族苗族乡花庆村石头组,105.912897000000000,26.144295000000000,105.903039000000010,26.142105999999998,苗族|布依族
2180,安顺市西秀区新场布依族苗族乡勇江村勇克组,105.916073999999990,26.050481000000001,105.906204000000000,26.048200999999999,苗族|布依族
2181,安顺市西秀区东屯乡高官居委会高官组,106.225854000000000,26.202514999999998,106.215789000000000,26.199679000000000,汉族|满族|布依族
2182,安顺市西秀区东屯乡金山村山旗组,106.273255000000010,26.130555999999999,106.263118000000010,26.128163000000001,汉族|苗族|布依族
2183,安顺市平坝县白云镇肖家村,106.219556000000000,26.325140000000001,106.209498999999990,26.322285999999998,汉族
2184,安顺市平坝县白云镇平元村元河组,106.233553000000000,26.338728000000000,106.223470000000010,26.336095000000000,
2185,安顺市平坝县天龙镇打磨村虾儿井组,106.201133000000000,26.358215000000001,106.191090000000000,26.355295999999999,
2186,安顺市平坝县天龙镇二官村,106.098038000000000,26.370743000000001,106.087864999999990,26.367746000000000,
2187,安顺市平坝县天龙镇合旺村岩上组,106.133504000000000,26.419076000000000,106.123182000000000,26.416616000000001,
2188,安顺市平坝县天龙镇兴旺村双硐组,106.185494000000010,26.379912000000001,106.175389999999990,26.377137999999999,
2189,安顺市平坝县天龙镇天龙村,106.167156000000010,26.357476999999999,106.156937000000000,26.354952000000001,汉族
2190,安顺市普定县城关镇陈旗堡村,105.771261000000000,26.267581000000000,105.761255000000010,26.265208000000001,汉族|苗族
2191,安顺市普定县猴场苗族仡佬族乡猛舟村,105.958001999999990,26.443528000000001,105.948171000000000,26.440840999999999,苗族|仡佬族
2192,安顺市镇宁布依族苗族自治县江龙镇竹王村（原猛正村）,105.888112000000010,25.963884000000000,105.878254000000000,25.961435999999999,苗族|布依族
2193,安顺市关岭布依族苗族自治县普利乡马马崖村下瓜组,105.562852000000010,25.733523999999999,105.553107999999990,25.730927999999999,苗族|布依族
2194,安顺市黄果树风景名胜区黄果树镇大三新村大洋溪组,105.680318000000000,25.982942000000001,105.670437000000010,25.980484000000001,
2195,安顺市黄果树风景名胜区黄果树镇募龙村,105.680318000000000,25.982942000000001,105.670437000000010,25.980484000000001,苗族|布依族
2196,安顺市黄果树风景名胜区黄果树镇石头寨村偏坡组,105.693602000000000,26.007176000000001,105.683753000000000,26.004525000000001,
